# t	x_motor	v_motor	x_cargo	v_cargo	s	E_motor_kin	E_cargo_kin	E_pot_motor	E_spring	E_total
0	0	0	0.1	0	0	0	0	0	0.02	0.02
0.001	-6.65936e-06	-0.00685933	0.0999978	-0.00214582	0	1.17626e-05	6.90683e-06	1.10868e-10	0.0200009	0.0200196
0.002	-1.69417e-05	-0.0104822	0.099996	-0.00178934	0	2.74693e-05	4.8026e-06	7.1755e-10	0.0200026	0.0200349
0.003	-3.00299e-05	-0.0132881	0.099994	-0.00194777	0	4.41432e-05	5.69069e-06	2.25448e-09	0.0200048	0.0200546
0.004	-4.36379e-05	-0.0138079	0.0999934	-0.000622384	0	4.76644e-05	5.81043e-07	4.76067e-09	0.0200074	0.0200557
0.005	-5.95422e-05	-0.016104	0.0999903	-0.00304538	0	6.48347e-05	1.39115e-05	8.86318e-09	0.02001	0.0200887
0.006	-7.06648e-05	-0.0113223	0.099987	-0.00328362	0	3.20486e-05	1.61732e-05	1.24838e-08	0.0200115	0.0200598
0.007	-8.55562e-05	-0.0150911	0.0999797	-0.00718613	0	5.69353e-05	7.74606e-05	1.82997e-08	0.0200131	0.0201475
0.008	-9.83384e-05	-0.0129818	0.0999718	-0.00787587	0	4.21316e-05	9.30439e-05	2.41761e-08	0.020014	0.0201492
0.009	-0.000112429	-0.0142906	0.0999644	-0.00741494	0	5.10551e-05	8.24719e-05	3.1601e-08	0.0200154	0.0201489
0.01	-0.000129339	-0.0171089	0.0999589	-0.00546607	0	7.31789e-05	4.48169e-05	4.18214e-08	0.0200176	0.0201357
0.011	-0.000142665	-0.0135255	0.0999514	-0.00749448	0	4.57348e-05	8.42509e-05	5.08833e-08	0.0200188	0.0201488
0.012	-0.000160351	-0.017885	0.0999413	-0.00998276	0	7.99683e-05	0.000149483	6.42809e-08	0.0200203	0.0202499
0.013	-0.000179704	-0.0195523	0.0999355	-0.00580392	0	9.55735e-05	5.05282e-05	8.07337e-08	0.020023	0.0201692
0.014	-0.000196182	-0.0166768	0.0999306	-0.0049165	0	6.95286e-05	3.6258e-05	9.6218e-08	0.0200254	0.0201312
0.015	-0.000212329	-0.0163465	0.0999276	-0.00293193	0	6.68022e-05	1.28943e-05	1.12709e-07	0.020028	0.0201078
0.016	-0.000228749	-0.0166191	0.0999251	-0.00244514	0	6.9049e-05	8.96806e-06	1.30815e-07	0.0200308	0.0201089
0.017	-0.000237503	-0.00895288	0.0999248	-0.000292711	0	2.00385e-05	1.28519e-07	1.41019e-07	0.0200325	0.0200528
0.018	-0.000244948	-0.00764365	0.0999281	0.00330731	0	1.46063e-05	1.64075e-05	1.49998e-07	0.0200346	0.0200658
0.019	-0.000258912	-0.0141628	0.0999317	0.00363755	0	5.01461e-05	1.98477e-05	1.67588e-07	0.0200381	0.0201083
0.02	-0.000274371	-0.0156581	0.0999328	0.00112314	0	6.12944e-05	1.89216e-06	1.88198e-07	0.0200414	0.0201048
0.021	-0.000281076	-0.00690429	0.0999318	-0.000918392	0	1.19173e-05	1.26517e-06	1.9751e-07	0.0200426	0.020056
0.022	-0.00028486	-0.0039826	0.0999292	-0.00254356	0	3.96527e-06	9.70457e-06	2.02863e-07	0.0200428	0.0200567
0.023	-0.000295041	-0.0103798	0.0999248	-0.00436701	0	2.6935e-05	2.86062e-05	2.17623e-07	0.020044	0.0200998
0.024	-0.000306993	-0.0121509	0.0999183	-0.00653027	0	3.69113e-05	6.39666e-05	2.35612e-07	0.0200451	0.0201462
0.025	-0.000313945	-0.00714985	0.099915	-0.00325709	0	1.27801e-05	1.5913e-05	2.46403e-07	0.0200458	0.0200747
0.026	-0.000318896	-0.00514983	0.099914	-0.00098172	0	6.63019e-06	1.44566e-06	2.54236e-07	0.0200466	0.0200549
0.027	-0.000321523	-0.00282586	0.0999106	-0.00336882	0	1.99636e-06	1.70234e-05	2.58443e-07	0.0200464	0.0200657
0.028	-0.000324492	-0.00316714	0.0999073	-0.00320814	0	2.50769e-06	1.54382e-05	2.63237e-07	0.0200464	0.0200646
0.029	-0.000322879	0.00141421	0.099903	-0.0042521	0	4.99995e-07	2.71206e-05	2.60627e-07	0.0200452	0.0200731
0.03	-0.000322771	-9.07674e-05	0.0999005	-0.00247854	0	2.05968e-09	9.21474e-06	2.60453e-07	0.0200447	0.0200542
0.031	-0.000317313	0.00525957	0.0998979	-0.00259181	0	6.91576e-06	1.00762e-05	2.51718e-07	0.0200431	0.0200603
0.032	-0.000310692	0.00642225	0.0998942	-0.00361195	0	1.03113e-05	1.95692e-05	2.41324e-07	0.020041	0.0200711
0.033	-0.000300973	0.00952064	0.0998904	-0.00379789	0	2.26607e-05	2.16359e-05	2.26461e-07	0.0200383	0.0200828
0.034	-0.000291132	0.00964131	0.0998854	-0.00498356	0	2.32387e-05	3.72537e-05	2.11895e-07	0.0200353	0.020096
0.035	-0.000287162	0.00377199	0.0998767	-0.0086236	0	3.55698e-06	0.00011155	2.06155e-07	0.0200328	0.0201481
0.036	-0.000279935	0.00702754	0.0998727	-0.00403797	0	1.23466e-05	2.44577e-05	1.9591e-07	0.0200305	0.0200675
0.037	-0.000269466	0.0102711	0.0998677	-0.00492727	0	2.63737e-05	3.6417e-05	1.81529e-07	0.0200274	0.0200904
0.038	-0.000260321	0.00894583	0.0998649	-0.00274735	0	2.0007e-05	1.13219e-05	1.69418e-07	0.0200251	0.0200566
0.039	-0.000248217	0.0119048	0.0998648	-9.61942e-05	0	3.54308e-05	1.388e-08	1.5403e-07	0.0200226	0.0200582
0.04	-0.000239641	0.00837734	0.0998627	-0.00206457	0	1.75449e-05	6.3937e-06	1.4357e-07	0.0200205	0.0200446
0.041	-0.000235813	0.00362918	0.099858	-0.00468949	0	3.29273e-06	3.2987e-05	1.39019e-07	0.0200188	0.0200552
0.042	-0.000243431	-0.00781689	0.0998534	-0.00453904	0	1.52759e-05	3.09043e-05	1.48147e-07	0.0200194	0.0200657
0.043	-0.000253927	-0.0106951	0.0998503	-0.00304629	0	2.85961e-05	1.39198e-05	1.61198e-07	0.0200209	0.0200635
0.044	-0.000260285	-0.00655704	0.0998466	-0.00364959	0	1.07487e-05	1.99792e-05	1.69371e-07	0.0200214	0.0200523
0.045	-0.000267654	-0.00756719	0.0998415	-0.00512954	0	1.43156e-05	3.94682e-05	1.79097e-07	0.0200218	0.0200758
0.046	-0.000272738	-0.00528326	0.0998383	-0.00317662	0	6.97821e-06	1.51363e-05	1.85966e-07	0.0200222	0.0200445
0.047	-0.00027719	-0.00465035	0.0998342	-0.0040714	0	5.40644e-06	2.48645e-05	1.92086e-07	0.0200223	0.0200527
0.048	-0.000278649	-0.00165803	0.0998301	-0.00400042	0	6.87269e-07	2.4005e-05	1.94114e-07	0.0200218	0.0200466
0.049	-0.000279598	-0.00114769	0.0998284	-0.00171008	0	3.293e-07	4.38658e-06	1.95438e-07	0.0200216	0.0200265
0.05	-0.000270852	0.0085474	0.0998272	-0.00116779	0	1.82645e-05	2.04561e-06	1.83402e-07	0.0200196	0.0200401
0.051	-0.000261852	0.00880172	0.0998237	-0.00346713	0	1.93676e-05	1.80315e-05	1.71416e-07	0.0200171	0.0200547
0.052	-0.000255541	0.00611156	0.0998188	-0.00487826	0	9.33781e-06	3.56962e-05	1.63253e-07	0.0200149	0.0200601
0.053	-0.000258694	-0.00335118	0.0998168	-0.00192673	0	2.80761e-06	5.56846e-06	1.67306e-07	0.0200151	0.0200236
0.054	-0.000253633	0.00486179	0.0998122	-0.00458836	0	5.90925e-06	3.15795e-05	1.60824e-07	0.0200132	0.0200508
0.055	-0.000245584	0.00785053	0.0998072	-0.00493385	0	1.54077e-05	3.65143e-05	1.50779e-07	0.0200106	0.0200626
0.056	-0.000235494	0.0098907	0.0998017	-0.0054578	0	2.44565e-05	4.46815e-05	1.38644e-07	0.0200074	0.0200767
0.057	-0.000225699	0.00959622	0.0997972	-0.00447897	0	2.30218e-05	3.00918e-05	1.2735e-07	0.0200046	0.0200578
0.058	-0.00021315	0.0123498	0.0997912	-0.00594772	0	3.81297e-05	5.30631e-05	1.13583e-07	0.0200009	0.0200922
0.059	-0.000196016	0.0169353	0.0997823	-0.0089498	0	7.17013e-05	0.000120148	9.60557e-08	0.0199957	0.0201876
0.06	-0.000176071	0.0197455	0.0997743	-0.00794471	0	9.74711e-05	9.46775e-05	7.75029e-08	0.0199901	0.0201823
0.061	-0.000154868	0.0210043	0.0997644	-0.00984359	0	0.000110295	0.000145344	5.99603e-08	0.0199839	0.0202396
0.062	-0.000141521	0.0131476	0.0997539	-0.0105	0	4.3215e-05	0.000165375	5.00706e-08	0.0199791	0.0201877
0.063	-0.000127563	0.0137587	0.0997422	-0.0116501	0	4.73255e-05	0.000203587	4.0681e-08	0.019974	0.0202249
0.064	-0.000111655	0.015709	0.0997327	-0.00944504	0	6.1693e-05	0.000133813	3.11671e-08	0.0199689	0.0201644
0.065	-9.89521e-05	0.0125036	0.0997253	-0.00732979	0	3.9085e-05	8.05887e-05	2.44788e-08	0.0199649	0.0200846
0.066	-8.64115e-05	0.0123412	0.0997209	-0.00439213	0	3.80764e-05	2.89362e-05	1.86674e-08	0.0199615	0.0200285
0.067	-7.97126e-05	0.00649953	0.0997183	-0.00258168	0	1.0561e-05	9.99763e-06	1.58852e-08	0.0199596	0.0199802
0.068	-7.86317e-05	0.00088146	0.0997148	-0.00350799	0	1.94243e-07	1.8459e-05	1.54574e-08	0.0199587	0.0199774
0.069	-7.67222e-05	0.00171013	0.0997107	-0.00402344	0	7.31133e-07	2.42822e-05	1.47157e-08	0.0199575	0.0199825
0.07	-7.67281e-05	-0.000205338	0.0997087	-0.00196073	0	1.05409e-08	5.76671e-06	1.4718e-08	0.0199571	0.0199629
0.071	-7.48062e-05	0.00172249	0.0997083	-0.000347401	0	7.41746e-07	1.81031e-07	1.39899e-08	0.0199567	0.0199576
0.072	-6.10289e-05	0.0135778	0.0997096	0.00131292	0	4.60892e-05	2.58565e-06	9.31132e-09	0.0199542	0.0200028
0.073	-5.38957e-05	0.00693371	0.0997119	0.00232251	0	1.20191e-05	8.0911e-06	7.26187e-09	0.0199532	0.0199733
0.074	-4.45611e-05	0.00913504	0.0997154	0.0035043	0	2.08622e-05	1.84202e-05	4.96424e-09	0.019952	0.0199913
0.075	-3.3398e-05	0.0109635	0.0997179	0.00260717	0	3.00497e-05	1.0196e-05	2.78857e-09	0.0199503	0.0199905
0.076	-3.1496e-05	0.00170244	0.0997201	0.00217522	0	7.24579e-07	7.09736e-06	2.47999e-09	0.0199503	0.0199582
0.077	-2.4791e-05	0.00650537	0.0997233	0.00319811	0	1.058e-05	1.53419e-05	1.53648e-09	0.0199496	0.0199756
0.078	-2.20267e-05	0.00256463	0.0997271	0.00388862	0	1.64433e-06	2.26821e-05	1.21294e-09	0.0199499	0.0199742
0.079	-1.77412e-05	0.00408588	0.0997345	0.00741897	0	4.1736e-06	8.25616e-05	7.86874e-10	0.0199505	0.0200372
0.08	-1.61919e-05	0.00134964	0.0997431	0.00862214	0	4.55383e-07	0.000111512	6.55441e-10	0.0199519	0.0200639
0.081	-8.78044e-06	0.00721171	0.09975	0.00690973	0	1.30022e-05	7.16166e-05	1.9274e-10	0.0199518	0.0200364
0.082	-6.0972e-06	0.0024835	0.0997588	0.00884766	0	1.54195e-06	0.000117422	9.29396e-11	0.019953	0.020072
0.083	-2.57826e-06	0.00331918	0.0997667	0.00794661	0	2.75424e-06	9.4723e-05	1.66186e-11	0.0199539	0.0200514
0.084	-5.91674e-06	-0.00353823	0.0997752	0.00855094	0	3.12976e-06	0.000109678	8.75195e-11	0.0199562	0.0200691
0.085	-9.07603e-06	-0.00335904	0.0997822	0.00703487	0	2.82078e-06	7.42341e-05	2.05936e-10	0.0199583	0.0200353
0.086	-1.56155e-05	-0.00673918	0.0997874	0.00521936	0	1.13541e-05	4.08625e-05	6.09608e-10	0.0199606	0.0200128
0.087	-2.54718e-05	-0.010056	0.0997948	0.00748646	0	2.5281e-05	8.40706e-05	1.62204e-09	0.0199641	0.0200734
0.088	-3.31055e-05	-0.00783336	0.0998006	0.00577455	0	1.53404e-05	5.00182e-05	2.73994e-09	0.0199668	0.0200321
0.089	-4.54198e-05	-0.0125139	0.0998059	0.00535549	0	3.91494e-05	4.30219e-05	5.15739e-09	0.0199703	0.0200525
0.09	-5.48227e-05	-0.00960253	0.0998077	0.00179953	0	2.30521e-05	4.85745e-06	7.51383e-09	0.0199725	0.0200004
0.091	-5.8685e-05	-0.00406185	0.0998062	-0.00148438	0	4.12465e-06	3.30508e-06	8.60982e-09	0.019973	0.0199804
0.092	-7.30135e-05	-0.014528	0.0998068	0.00068005	0	5.27659e-05	6.93702e-07	1.33274e-08	0.019976	0.0200294
0.093	-9.15147e-05	-0.0187006	0.0998084	0.00164019	0	8.74283e-05	4.03532e-06	2.09374e-08	0.01998	0.0200715
0.094	-0.000114416	-0.0231008	0.0998121	0.0037082	0	0.000133411	2.06262e-05	3.27276e-08	0.0199853	0.0201394
0.095	-0.000128586	-0.0143687	0.0998164	0.00438846	0	5.1615e-05	2.88878e-05	4.13356e-08	0.019989	0.0200696
0.096	-0.0001529	-0.0245139	0.09982	0.00354625	0	0.000150233	1.88638e-05	5.84462e-08	0.0199946	0.0201637
0.097	-0.000176178	-0.0234772	0.0998243	0.00434754	0	0.000137795	2.83516e-05	7.7597e-08	0.0200001	0.0201663
0.098	-0.00019352	-0.0175408	0.0998279	0.00368928	0	7.69197e-05	2.04161e-05	9.3625e-08	0.0200043	0.0201017
0.099	-0.000215368	-0.0220471	0.0998282	0.000315278	0	0.000121519	1.491e-07	1.15959e-07	0.0200087	0.0201305
0.1	-0.000232405	-0.0172353	0.0998302	0.00207165	0	7.42638e-05	6.4376e-06	1.3503e-07	0.0200125	0.0200934
0.101	-0.000249693	-0.0174877	0.0998329	0.00265664	0	7.64547e-05	1.05866e-05	1.55867e-07	0.0200165	0.0201037
0.102	-0.000263195	-0.0137006	0.0998352	0.00238343	0	4.69266e-05	8.52112e-06	1.73179e-07	0.0200197	0.0200753
0.103	-0.000272223	-0.00922657	0.0998371	0.0019158	0	2.12824e-05	5.50545e-06	1.85264e-07	0.0200219	0.0200488
0.104	-0.000284979	-0.0129544	0.0998392	0.00209831	0	4.1954e-05	6.60437e-06	2.03032e-07	0.0200248	0.0200736
0.105	-0.000294213	-0.00943326	0.0998407	0.00157019	0	2.22466e-05	3.69823e-06	2.16404e-07	0.020027	0.0200532
0.106	-0.000299226	-0.00521117	0.0998408	8.22134e-05	0	6.78907e-06	1.01386e-08	2.2384e-07	0.020028	0.020035
0.107	-0.000314534	-0.0155063	0.0998399	-0.000804575	0	6.01112e-05	9.71012e-07	2.47328e-07	0.0200309	0.0200922
0.108	-0.000335606	-0.0212708	0.0998383	-0.0015412	0	0.000113111	3.56296e-06	2.81578e-07	0.0200348	0.0201518
0.109	-0.000353745	-0.0183371	0.0998391	0.00082412	0	8.40626e-05	1.01876e-06	3.12838e-07	0.0200386	0.020124
0.11	-0.000365992	-0.012446	0.0998398	0.000718567	0	3.87257e-05	7.74508e-07	3.34876e-07	0.0200412	0.020081
0.111	-0.00038192	-0.0161263	0.0998415	0.00170817	0	6.50144e-05	4.37675e-06	3.64658e-07	0.0200447	0.0201145
0.112	-0.000402992	-0.0212702	0.099845	0.00351166	0	0.000113105	1.84977e-05	4.06007e-07	0.0200496	0.0201816
0.113	-0.00042352	-0.0207264	0.0998492	0.00426747	0	0.000107396	2.7317e-05	4.48424e-07	0.0200546	0.0201897
0.114	-0.000450064	-0.0267415	0.0998533	0.0041559	0	0.000178776	2.59073e-05	5.06394e-07	0.0200607	0.0202659
0.115	-0.000471596	-0.0217303	0.099853	-0.000274446	0	0.000118052	1.12981e-07	5.56007e-07	0.020065	0.0201837
0.116	-0.000498509	-0.0271104	0.0998537	0.000694632	0	0.000183744	7.2377e-07	6.21277e-07	0.0200705	0.0202556
0.117	-0.000523542	-0.0252306	0.0998536	-3.29855e-05	0	0.000159146	1.63207e-09	6.8524e-07	0.0200755	0.0202353
0.118	-0.000547971	-0.0246275	0.0998546	0.00103496	0	0.000151628	1.60671e-06	7.50682e-07	0.0200806	0.0202346
0.119	-0.00056994	-0.0221664	0.0998586	0.00404734	0	0.000122837	2.45714e-05	8.1208e-07	0.0200858	0.020234
0.12	-0.00058804	-0.0182976	0.0998642	0.00556813	0	8.37009e-05	4.65062e-05	8.64479e-07	0.0200905	0.0202216
0.121	-0.000598546	-0.0107036	0.0998705	0.00633193	0	2.86418e-05	6.014e-05	8.95645e-07	0.0200939	0.0201836
0.122	-0.000607716	-0.00936695	0.0998749	0.00448454	0	2.19349e-05	3.01666e-05	9.23297e-07	0.0200966	0.0201497
0.123	-0.000616854	-0.00933496	0.0998808	0.00588583	0	2.17854e-05	5.19646e-05	9.51271e-07	0.0200996	0.0201743
0.124	-0.00062183	-0.0051738	0.0998944	0.0136387	0	6.69205e-06	0.000279022	9.66681e-07	0.0201034	0.0203901
0.125	-0.000634631	-0.0129983	0.0999063	0.0119267	0	4.22392e-05	0.000213369	1.00689e-06	0.0201083	0.0203649
0.126	-0.000648438	-0.014004	0.0999148	0.00857385	0	4.90279e-05	0.000110266	1.05118e-06	0.0201128	0.0202732
0.127	-0.000659065	-0.0108247	0.0999231	0.00830825	0	2.92935e-05	0.000103541	1.08592e-06	0.0201166	0.0202505
0.128	-0.000674464	-0.015596	0.0999317	0.00867714	0	6.08085e-05	0.000112939	1.13725e-06	0.0201214	0.0202963
0.129	-0.000688851	-0.0145847	0.0999383	0.0066091	0	5.31785e-05	6.55203e-05	1.18629e-06	0.0201256	0.0202455
0.13	-0.000703059	-0.0144054	0.0999468	0.00848952	0	5.18786e-05	0.000108108	1.23573e-06	0.0201302	0.0202914
0.131	-0.000718634	-0.0157719	0.0999563	0.00958064	0	6.21883e-05	0.000137683	1.29109e-06	0.0201352	0.0203364
0.132	-0.00073762	-0.0191825	0.0999631	0.00682239	0	9.19917e-05	6.98175e-05	1.36021e-06	0.0201404	0.0203036
0.133	-0.000752004	-0.0145811	0.0999693	0.00623181	0	5.31523e-05	5.82531e-05	1.41377e-06	0.0201445	0.0202573
0.134	-0.000764253	-0.0124456	0.0999724	0.00312453	0	3.8723e-05	1.46441e-05	1.4602e-06	0.0201476	0.0202024
0.135	-0.000780228	-0.0161722	0.0999758	0.00348879	0	6.53854e-05	1.82575e-05	1.52189e-06	0.0201515	0.0202367
0.136	-0.000794448	-0.0144165	0.0999818	0.00600642	0	5.19588e-05	5.41156e-05	1.57787e-06	0.0201556	0.0202632
0.137	-0.000806965	-0.0127142	0.0999893	0.0075325	0	4.04124e-05	8.51078e-05	1.62798e-06	0.0201596	0.0202867
0.138	-0.000819769	-0.0130012	0.0999995	0.0101999	0	4.22577e-05	0.000156058	1.68005e-06	0.0201642	0.0203642
0.139	-0.000832205	-0.0126321	0.100008	0.00879552	0	3.98928e-05	0.000116042	1.73141e-06	0.0201684	0.0203261
0.14	-0.000846782	-0.014774	0.100013	0.00505803	0	5.45681e-05	3.83755e-05	1.7926e-06	0.0201724	0.0202671
0.141	-0.000861155	-0.0145693	0.100019	0.00581846	0	5.3066e-05	5.07817e-05	1.85397e-06	0.0201764	0.0202821
0.142	-0.000876771	-0.0158126	0.100026	0.00720209	0	6.25093e-05	7.78051e-05	1.92182e-06	0.020181	0.0203232
0.143	-0.000894396	-0.0178209	0.100034	0.00820852	0	7.93964e-05	0.00010107	1.99986e-06	0.0201862	0.0203687
0.144	-0.000908223	-0.014024	0.100042	0.00730741	0	4.91679e-05	8.00975e-05	2.06217e-06	0.0201904	0.0203218
0.145	-0.000917196	-0.00916952	0.100051	0.00976457	0	2.102e-05	0.00014302	2.10312e-06	0.0201942	0.0203603
0.146	-0.000922768	-0.005768	0.100063	0.0120487	0	8.31746e-06	0.000217757	2.12875e-06	0.0201977	0.0204259
0.147	-0.000928155	-0.00558377	0.100077	0.0133364	0	7.79463e-06	0.000266788	2.15368e-06	0.0202015	0.0204782
0.148	-0.000934452	-0.00649264	0.10009	0.0135571	0	1.05386e-05	0.000275693	2.183e-06	0.0202055	0.0204939
0.149	-0.000948684	-0.0144286	0.100103	0.0132884	0	5.20458e-05	0.000264872	2.25e-06	0.020211	0.0205302
0.15	-0.000968688	-0.0202005	0.100119	0.015193	0	0.000102015	0.000346242	2.34589e-06	0.0202181	0.0206687
0.151	-0.000988027	-0.0195349	0.100135	0.0163606	0	9.54029e-05	0.000401503	2.44049e-06	0.0202252	0.0207246
0.152	-0.00100594	-0.0181062	0.100154	0.0188426	0	8.19586e-05	0.000532568	2.52977e-06	0.0202326	0.0208497
0.153	-0.00102544	-0.0197032	0.10017	0.0167124	0	9.70543e-05	0.000418957	2.62884e-06	0.0202399	0.0207585
0.154	-0.00104759	-0.0223405	0.100189	0.0180977	0	0.000124775	0.000491289	2.7436e-06	0.020248	0.0208668
0.155	-0.0010707	-0.0233101	0.100204	0.0157727	0	0.00013584	0.000373169	2.86601e-06	0.0202558	0.0207677
0.156	-0.00110536	-0.0348501	0.100218	0.013356	0	0.000303633	0.000267574	3.05454e-06	0.0202655	0.0208397
0.157	-0.00113617	-0.0310054	0.100229	0.0118618	0	0.000240334	0.000211055	3.22719e-06	0.020274	0.0207287
0.158	-0.00116787	-0.0319022	0.10024	0.0109662	0	0.000254437	0.000180388	3.40982e-06	0.0202826	0.0207209
0.159	-0.00120061	-0.0329351	0.100255	0.014848	0	0.00027118	0.000330694	3.60368e-06	0.0202922	0.0208977
0.16	-0.00123215	-0.0317295	0.100269	0.0141937	0	0.00025169	0.00030219	3.79547e-06	0.0203014	0.0208591
0.161	-0.00126675	-0.0347931	0.100283	0.0136426	0	0.000302641	0.000279181	4.01161e-06	0.0203111	0.020897
0.162	-0.00129845	-0.0319002	0.100297	0.0137292	0	0.000254405	0.000282735	4.21493e-06	0.0203203	0.0208616
0.163	-0.00133213	-0.033873	0.100309	0.0124555	0	0.000286845	0.000232708	4.43641e-06	0.0203296	0.0208536
0.164	-0.00137317	-0.0412365	0.100321	0.0120194	0	0.000425113	0.0002167	4.71399e-06	0.0203403	0.0209868
0.165	-0.0014118	-0.0388255	0.100332	0.0108724	0	0.000376854	0.000177313	4.98295e-06	0.0203503	0.0209094
0.166	-0.00145335	-0.0417391	0.100345	0.0130484	0	0.000435539	0.000255392	5.28053e-06	0.0203613	0.0210575
0.167	-0.00149815	-0.0449974	0.10036	0.0154874	0	0.000506191	0.000359792	5.61112e-06	0.0203734	0.021245
0.168	-0.00154708	-0.0491247	0.100376	0.0152643	0	0.000603309	0.000349499	5.98363e-06	0.0203864	0.0213452
0.169	-0.00160141	-0.0545204	0.100393	0.0176916	0	0.000743118	0.000469489	6.41125e-06	0.0204009	0.0216199
0.17	-0.00165881	-0.0576013	0.100411	0.0177812	0	0.000829478	0.000474255	6.87915e-06	0.0204161	0.0217267
0.171	-0.00171851	-0.0598907	0.10043	0.0189547	0	0.000896724	0.000538919	7.38319e-06	0.020432	0.021875
0.172	-0.00177656	-0.0582452	0.100448	0.0185738	0	0.000848126	0.000517479	7.89043e-06	0.0204475	0.021821
0.173	-0.00182802	-0.051647	0.100467	0.0184109	0	0.000666853	0.000508442	8.3541e-06	0.0204616	0.0216452
0.174	-0.00187862	-0.0507967	0.100483	0.0166874	0	0.000645075	0.000417702	8.82303e-06	0.0204752	0.0215468
0.175	-0.00193012	-0.0516956	0.100499	0.0155078	0	0.000668109	0.00036074	9.31343e-06	0.0204888	0.0215269
0.176	-0.00198101	-0.0510787	0.100514	0.0154484	0	0.000652258	0.000357978	9.81098e-06	0.0205022	0.0215222
0.177	-0.00202966	-0.0488443	0.10053	0.0158372	0	0.000596443	0.000376225	1.02988e-05	0.0205152	0.0214982
0.178	-0.00208798	-0.058514	0.100546	0.0154129	0	0.000855973	0.000356334	1.08992e-05	0.0205302	0.0217534
0.179	-0.00214312	-0.0553314	0.100565	0.0199269	0	0.000765392	0.00059562	1.14824e-05	0.0205454	0.0219179
0.18	-0.00219804	-0.0551142	0.100585	0.0200894	0	0.000759395	0.000605377	1.20785e-05	0.0205606	0.0219374
0.181	-0.00224634	-0.0484911	0.100607	0.0210454	0	0.000587847	0.00066436	1.26151e-05	0.0205746	0.0218395
0.182	-0.00229445	-0.0483022	0.100627	0.0203423	0	0.000583276	0.000620712	1.31613e-05	0.0205885	0.0218057
0.183	-0.00233835	-0.0440855	0.100646	0.0195661	0	0.000485882	0.000574248	1.36697e-05	0.0206014	0.0216752
0.184	-0.00237993	-0.0417738	0.100666	0.0192217	0	0.000436263	0.000554213	1.41602e-05	0.0206137	0.0216184
0.185	-0.00241952	-0.0397817	0.100681	0.0153577	0	0.000395645	0.00035379	1.46352e-05	0.0206249	0.021389
0.186	-0.002462	-0.0426729	0.100698	0.0168741	0	0.000455245	0.000427105	1.51537e-05	0.0206369	0.0215344
0.187	-0.00250537	-0.0435594	0.100716	0.0180726	0	0.000474354	0.000489929	1.56922e-05	0.0206494	0.0216294
0.188	-0.00255147	-0.0462839	0.10073	0.0147734	0	0.000535551	0.000327379	1.62749e-05	0.0206618	0.021541
0.189	-0.0026028	-0.0515214	0.100741	0.0110127	0	0.000663615	0.00018192	1.69364e-05	0.0206744	0.0215369
0.19	-0.00266348	-0.0608752	0.100752	0.0108443	0	0.000926448	0.000176397	1.77353e-05	0.020689	0.0218096
0.191	-0.00272387	-0.0605738	0.100763	0.0106699	0	0.000917296	0.000170769	1.85486e-05	0.0207034	0.02181
0.192	-0.00279	-0.066321	0.100776	0.0134357	0	0.00109962	0.000270776	1.94602e-05	0.0207196	0.0221095
0.193	-0.00285994	-0.0701329	0.100787	0.0104949	0	0.00122965	0.000165214	2.04482e-05	0.020736	0.0221513
0.194	-0.00292989	-0.0701409	0.100798	0.0108585	0	0.00122994	0.000176861	2.14607e-05	0.0207524	0.0221807
0.195	-0.00299496	-0.0652512	0.100811	0.0129778	0	0.00106443	0.000252636	2.24244e-05	0.0207683	0.0221078
0.196	-0.00305712	-0.0623514	0.100823	0.0125357	0	0.000971925	0.000235715	2.33649e-05	0.0207836	0.0220146
0.197	-0.00312167	-0.0647436	0.100836	0.0133255	0	0.00104793	0.000266352	2.43621e-05	0.0207994	0.0221381
0.198	-0.00318301	-0.0615225	0.100851	0.0142278	0	0.000946255	0.000303646	2.53288e-05	0.0208148	0.0220901
0.199	-0.00324104	-0.0582233	0.100862	0.0118885	0	0.000847489	0.000212003	2.62609e-05	0.0208291	0.0219149
0.2	-0.00330018	-0.0593206	0.100875	0.012886	0	0.000879733	0.000249073	2.72279e-05	0.0208438	0.0219998
0.201	-0.00335368	-0.0536889	0.100887	0.012193	0	0.000720625	0.000223005	2.81179e-05	0.0208572	0.021829
0.202	-0.00341411	-0.0606246	0.100898	0.0102893	0	0.000918835	0.000158803	2.91404e-05	0.0208716	0.0219784
0.203	-0.00347625	-0.0623196	0.100907	0.00906526	0	0.000970933	0.000123269	3.02107e-05	0.0208862	0.0220106
0.204	-0.00354043	-0.0643703	0.100917	0.0107974	0	0.00103589	0.000174877	3.13366e-05	0.0209015	0.0221436
0.205	-0.00360135	-0.0611025	0.100926	0.00872574	0	0.000933379	0.000114208	3.24243e-05	0.0209157	0.0219958
0.206	-0.00366179	-0.0606248	0.100933	0.00642104	0	0.000918841	6.18447e-05	3.35217e-05	0.0209294	0.0219436
0.207	-0.00371884	-0.0572394	0.10094	0.00725334	0	0.000819089	7.89163e-05	3.45744e-05	0.0209426	0.0218751
0.208	-0.00377711	-0.0584543	0.100946	0.00668831	0	0.000854227	6.71003e-05	3.56663e-05	0.0209559	0.0219128
0.209	-0.00383621	-0.0592931	0.100953	0.00658052	0	0.000878919	6.49549e-05	3.67914e-05	0.0209693	0.02195
