# t	x_motor	v_motor	x_cargo	v_cargo	s	E_motor_kin	E_cargo_kin	E_pot_motor	E_spring	E_total
3.624	0.86939	-0.840577	-0.346663	-0.319165	1	0.176643	0.1528	0.0426474	0.622787	0.994876
3.625	0.868553	-0.835529	-0.346983	-0.320968	1	0.174527	0.154531	0.043196	0.62221	0.994464
3.626	0.86772	-0.830663	-0.347303	-0.31964	1	0.1725	0.153255	0.0437448	0.621638	0.991138
3.627	0.866887	-0.831763	-0.347622	-0.318917	1	0.172957	0.152562	0.0442979	0.621064	0.990881
3.628	0.866068	-0.816712	-0.347942	-0.320775	1	0.166755	0.154345	0.0448443	0.62051	0.986453
3.629	0.865259	-0.807636	-0.348261	-0.319381	1	0.163069	0.153006	0.045388	0.619964	0.981427
3.63	0.864464	-0.79297	-0.348578	-0.317063	1	0.1572	0.150794	0.045925	0.619432	0.973351
3.631	0.863665	-0.796868	-0.348895	-0.317201	1	0.15875	0.150925	0.0464678	0.618896	0.975038
3.632	0.862872	-0.79142	-0.349214	-0.318498	1	0.156586	0.152161	0.0470101	0.618367	0.974125
3.633	0.862084	-0.786791	-0.349533	-0.319842	1	0.15476	0.153449	0.0475524	0.617846	0.973607
3.634	0.861299	-0.783118	-0.349854	-0.321059	1	0.153318	0.154619	0.0480952	0.61733	0.973363
3.635	0.860516	-0.780795	-0.350174	-0.319948	1	0.15241	0.15355	0.0486394	0.616816	0.971416
3.636	0.859735	-0.77937	-0.350497	-0.323044	1	0.151855	0.156536	0.0491858	0.616307	0.973884
3.637	0.858955	-0.777928	-0.350819	-0.322274	1	0.151293	0.155791	0.0497341	0.615799	0.972617
3.638	0.858178	-0.775223	-0.351142	-0.322976	1	0.150243	0.15647	0.0502836	0.615295	0.972292
3.639	0.857404	-0.772481	-0.351467	-0.325189	1	0.149182	0.158622	0.0508342	0.614797	0.973435
3.64	0.856633	-0.769048	-0.351791	-0.324409	1	0.147859	0.157862	0.0513853	0.614302	0.971408
3.641	0.855864	-0.767257	-0.352118	-0.327238	1	0.147171	0.160627	0.0519381	0.613812	0.973548
3.642	0.855101	-0.760803	-0.352446	-0.327794	1	0.144705	0.161173	0.0524892	0.61333	0.971698
3.643	0.854342	-0.757355	-0.352774	-0.328894	1	0.143397	0.162257	0.0530406	0.612853	0.971547
3.644	0.853584	-0.755728	-0.353105	-0.330669	1	0.142781	0.164013	0.0535938	0.61238	0.972768
3.645	0.852825	-0.757146	-0.353435	-0.330041	1	0.143317	0.16339	0.0541509	0.611906	0.972764
3.646	0.852072	-0.751337	-0.353763	-0.328514	1	0.141127	0.161882	0.0547065	0.611436	0.969151
3.647	0.851336	-0.734364	-0.354088	-0.32497	1	0.134823	0.158408	0.0552524	0.610981	0.959464
3.648	0.850597	-0.737273	-0.35441	-0.322944	1	0.135893	0.156439	0.0558032	0.610521	0.958656
3.649	0.849868	-0.72681	-0.354733	-0.323169	1	0.132063	0.156657	0.0563489	0.610072	0.955142
3.65	0.849144	-0.722435	-0.355057	-0.324173	1	0.130478	0.157632	0.0568939	0.60963	0.954634
3.651	0.848423	-0.719581	-0.355382	-0.324227	1	0.129449	0.157685	0.0574393	0.609192	0.953765
3.652	0.84771	-0.710623	-0.355705	-0.323877	1	0.126246	0.157344	0.0579806	0.608763	0.950334
3.653	0.847003	-0.705173	-0.356032	-0.326614	1	0.124317	0.160015	0.0585202	0.608343	0.951196
3.654	0.846302	-0.699429	-0.356358	-0.326432	1	0.1223	0.159837	0.0590579	0.607929	0.949124
3.655	0.845606	-0.694227	-0.356683	-0.324869	1	0.120488	0.15831	0.0595941	0.60752	0.945912
3.656	0.844915	-0.68913	-0.357007	-0.324597	1	0.118725	0.158045	0.0601287	0.607116	0.944015
3.657	0.844226	-0.687107	-0.357333	-0.326672	1	0.118029	0.160072	0.0606642	0.606716	0.945481
3.658	0.843545	-0.678993	-0.357658	-0.324778	1	0.115258	0.158221	0.0611956	0.606324	0.940998
3.659	0.842864	-0.678733	-0.357981	-0.323618	1	0.11517	0.157093	0.0617292	0.605931	0.939923
3.66	0.842191	-0.670701	-0.358307	-0.32526	1	0.11246	0.158691	0.0622588	0.605548	0.938957
3.661	0.841527	-0.662747	-0.358632	-0.325612	1	0.109808	0.159034	0.0627843	0.605175	0.936802
3.662	0.84087	-0.654881	-0.358956	-0.323831	1	0.107217	0.157299	0.0633058	0.604808	0.932631
3.663	0.840213	-0.655291	-0.359278	-0.322851	1	0.107352	0.156349	0.0638298	0.60444	0.931971
3.664	0.839554	-0.657166	-0.359605	-0.326515	1	0.107967	0.159918	0.0643574	0.604075	0.936317
3.665	0.838906	-0.646305	-0.359934	-0.329236	1	0.104428	0.162595	0.0648785	0.603724	0.935625
3.666	0.838259	-0.644591	-0.360261	-0.327513	1	0.103874	0.160897	0.0654003	0.603373	0.933545
3.667	0.837618	-0.639347	-0.360588	-0.327401	1	0.102191	0.160787	0.0659199	0.603028	0.931927
3.668	0.836976	-0.640292	-0.360914	-0.326391	1	0.102493	0.159796	0.0664423	0.602681	0.931413
3.669	0.836337	-0.636493	-0.361241	-0.326832	1	0.101281	0.160228	0.0669637	0.602339	0.930812
3.67	0.835709	-0.626765	-0.361566	-0.325098	1	0.0982086	0.158533	0.0674792	0.602006	0.926227
3.671	0.835082	-0.624825	-0.361891	-0.325414	1	0.0976015	0.158842	0.067995	0.601675	0.926113
3.672	0.83446	-0.619426	-0.362216	-0.324464	1	0.0959223	0.157916	0.0685083	0.601349	0.923695
3.673	0.833844	-0.614093	-0.36254	-0.324655	1	0.0942775	0.158102	0.0690192	0.601029	0.922428
3.674	0.83323	-0.612204	-0.362866	-0.325898	1	0.0936986	0.159314	0.0695303	0.600713	0.923256
3.675	0.832619	-0.609242	-0.363194	-0.328135	1	0.0927939	0.161508	0.0700409	0.600403	0.924746
3.676	0.832002	-0.615189	-0.363526	-0.332746	1	0.0946143	0.16608	0.0705583	0.600091	0.931344
3.677	0.83138	-0.619692	-0.363858	-0.332319	1	0.0960045	0.165654	0.0710814	0.599774	0.932514
3.678	0.830766	-0.612425	-0.364193	-0.334594	1	0.0937661	0.16793	0.0716004	0.599467	0.932764
3.679	0.830153	-0.61076	-0.364526	-0.332913	1	0.0932568	0.166246	0.0721197	0.599161	0.930784
3.68	0.829549	-0.602574	-0.364858	-0.332584	1	0.0907738	0.165918	0.072634	0.598863	0.928189
3.681	0.828947	-0.600026	-0.365189	-0.331412	1	0.0900078	0.164751	0.073148	0.598567	0.926474
3.682	0.82835	-0.594404	-0.365517	-0.328352	1	0.0883292	0.161723	0.0736589	0.598273	0.921984
3.683	0.827755	-0.593121	-0.365844	-0.326653	1	0.087948	0.160053	0.0741705	0.59798	0.920151
3.684	0.827166	-0.587271	-0.366171	-0.327418	1	0.0862219	0.160804	0.0746788	0.597693	0.919397
3.685	0.82658	-0.583718	-0.366496	-0.325533	1	0.0851816	0.158958	0.0751858	0.597409	0.916734
3.686	0.825994	-0.584676	-0.366823	-0.326873	1	0.0854616	0.160269	0.0756954	0.597124	0.918551
3.687	0.825411	-0.58123	-0.367149	-0.326589	1	0.084457	0.159991	0.0762036	0.596844	0.917495
3.688	0.824826	-0.583049	-0.367476	-0.326699	1	0.0849865	0.160099	0.0767152	0.596561	0.918362
3.689	0.824246	-0.57799	-0.367802	-0.326358	1	0.0835182	0.159764	0.077224	0.596284	0.91679
3.69	0.82368	-0.563903	-0.368131	-0.328688	1	0.0794967	0.162054	0.077722	0.596025	0.915298
3.691	0.823117	-0.560379	-0.368458	-0.327212	1	0.0785061	0.160601	0.0782186	0.595768	0.913094
3.692	0.822557	-0.558679	-0.368782	-0.324574	1	0.0780306	0.158022	0.0787152	0.59551	0.910279
3.693	0.822008	-0.547012	-0.369107	-0.324652	1	0.0748056	0.158099	0.0792031	0.595265	0.907373
3.694	0.821467	-0.538417	-0.369436	-0.329289	1	0.0724731	0.162647	0.0796847	0.595035	0.90984
3.695	0.820932	-0.533811	-0.369765	-0.329068	1	0.0712385	0.162429	0.0801637	0.594809	0.90864
3.696	0.820398	-0.531907	-0.370094	-0.329396	1	0.0707312	0.162753	0.0806425	0.594586	0.908712
3.697	0.819866	-0.529773	-0.370426	-0.331912	1	0.0701648	0.165248	0.0811207	0.594368	0.910901
3.698	0.819342	-0.521766	-0.370759	-0.334058	1	0.0680599	0.167392	0.0815931	0.594161	0.911206
3.699	0.818811	-0.52885	-0.371097	-0.338028	1	0.0699205	0.171395	0.0820733	0.59395	0.917339
3.7	0.818292	-0.517556	-0.371437	-0.33995	1	0.066966	0.173349	0.0825447	0.593754	0.916614
3.701	0.817781	-0.508962	-0.371779	-0.342	1	0.0647605	0.175446	0.0830096	0.59357	0.916786
3.702	0.817276	-0.503218	-0.37212	-0.341286	1	0.0633072	0.174715	0.0834705	0.593391	0.914884
3.703	0.816773	-0.500208	-0.37246	-0.340008	1	0.0625519	0.173408	0.08393	0.593214	0.913105
3.704	0.81628	-0.49148	-0.372799	-0.339548	1	0.0603881	0.172939	0.0843827	0.593047	0.910756
3.705	0.815792	-0.485763	-0.373137	-0.337845	1	0.0589915	0.171209	0.0848314	0.592883	0.907915
3.706	0.815304	-0.485712	-0.373473	-0.336268	1	0.0589791	0.169615	0.0852812	0.592718	0.906593
3.707	0.81482	-0.482621	-0.373814	-0.340864	1	0.0582308	0.174282	0.0857293	0.592561	0.910803
3.708	0.814346	-0.471945	-0.374152	-0.338687	1	0.055683	0.172063	0.0861687	0.592414	0.906328
3.709	0.81388	-0.463399	-0.374493	-0.340681	1	0.0536846	0.174095	0.0866013	0.592278	0.906659
3.71	0.813417	-0.460892	-0.374833	-0.340671	1	0.0531054	0.174085	0.0870326	0.592145	0.906368
3.711	0.812959	-0.456435	-0.375175	-0.342189	1	0.0520832	0.17564	0.0874608	0.592018	0.907201
3.712	0.812509	-0.447692	-0.375519	-0.343657	1	0.050107	0.17715	0.0878819	0.591902	0.907042
3.713	0.812059	-0.448378	-0.375862	-0.34358	1	0.0502606	0.177071	0.0883047	0.591786	0.907422
3.714	0.811612	-0.445273	-0.376208	-0.345945	1	0.0495671	0.179517	0.0887255	0.591675	0.909485
3.715	0.811167	-0.442816	-0.376552	-0.344617	1	0.0490216	0.178141	0.089145	0.591566	0.907874
3.716	0.81073	-0.43483	-0.376897	-0.344683	1	0.0472693	0.17821	0.089558	0.591466	0.906503
3.717	0.810292	-0.436029	-0.37724	-0.343734	1	0.0475303	0.17723	0.089973	0.591363	0.906096
3.718	0.809859	-0.430825	-0.377582	-0.342499	1	0.0464026	0.175958	0.0903841	0.591264	0.904009
3.719	0.80943	-0.427174	-0.377926	-0.343697	1	0.0456193	0.177192	0.0907926	0.591171	0.904775
3.72	0.809015	-0.413106	-0.378268	-0.342483	1	0.0426641	0.175941	0.0911886	0.591092	0.900886
3.721	0.808607	-0.405908	-0.378611	-0.342662	1	0.0411904	0.176126	0.0915786	0.591021	0.899915
3.722	0.808206	-0.398292	-0.378956	-0.345337	1	0.0396591	0.178887	0.0919621	0.590961	0.901469
3.723	0.807804	-0.399926	-0.379302	-0.346345	1	0.0399852	0.179932	0.092348	0.5909	0.903165
3.724	0.807409	-0.393044	-0.37965	-0.348266	1	0.0386209	0.181934	0.092728	0.590849	0.904132
3.725	0.807023	-0.384589	-0.379999	-0.348513	1	0.0369772	0.182192	0.0931007	0.590807	0.903077
3.726	0.806637	-0.383227	-0.380344	-0.345633	1	0.0367158	0.179193	0.0934728	0.590764	0.900146
3.727	0.806254	-0.380839	-0.380688	-0.343898	1	0.0362595	0.177399	0.0938434	0.590722	0.898223
3.728	0.805879	-0.372881	-0.381031	-0.343976	1	0.0347601	0.177479	0.094207	0.590688	0.897134
3.729	0.805508	-0.36988	-0.381373	-0.341932	1	0.0342028	0.175376	0.0945683	0.590655	0.894802
3.73	0.805142	-0.363691	-0.381716	-0.343109	1	0.0330679	0.176586	0.0949243	0.59063	0.895208
3.731	0.804775	-0.364378	-0.382058	-0.342358	1	0.0331928	0.175814	0.0952817	0.590604	0.894892
3.732	0.804405	-0.368046	-0.382402	-0.343493	1	0.0338645	0.176982	0.0956433	0.590575	0.897064
3.733	0.804044	-0.35914	-0.382742	-0.340142	1	0.0322454	0.173545	0.0959969	0.590551	0.892338
3.734	0.803692	-0.350016	-0.383078	-0.336513	1	0.0306278	0.169861	0.0963422	0.590534	0.887365
3.735	0.80334	-0.350288	-0.383414	-0.335787	1	0.0306754	0.169129	0.0966883	0.590516	0.887009
3.736	0.802992	-0.345675	-0.38375	-0.33619	1	0.0298728	0.169536	0.0970306	0.590503	0.886943
3.737	0.802648	-0.341939	-0.384084	-0.334793	1	0.0292306	0.16813	0.0973697	0.590493	0.885223
3.738	0.802303	-0.342513	-0.384419	-0.33487	1	0.0293288	0.168207	0.09771	0.590482	0.885728
3.739	0.801963	-0.338543	-0.384754	-0.335299	1	0.0286528	0.168638	0.098047	0.590476	0.885815
3.74	0.801627	-0.333418	-0.385089	-0.334967	1	0.0277919	0.168305	0.0983795	0.590476	0.884952
3.741	0.801302	-0.32327	-0.385424	-0.335678	1	0.0261259	0.16902	0.0987025	0.590487	0.884335
3.742	0.80098	-0.319516	-0.385757	-0.332608	1	0.0255226	0.165942	0.0990223	0.590498	0.880985
3.743	0.800659	-0.319169	-0.386091	-0.334334	1	0.0254672	0.167669	0.0993422	0.590513	0.882991
3.744	0.800337	-0.319666	-0.386425	-0.333912	1	0.0255466	0.167246	0.0996631	0.590526	0.882981
3.745	0.800035	-0.300136	-0.38676	-0.336015	1	0.0225204	0.169359	0.0999651	0.590562	0.882406
3.746	0.799741	-0.292086	-0.387095	-0.33465	1	0.0213285	0.167986	0.100259	0.590606	0.88018
3.747	0.799446	-0.293152	-0.387428	-0.333505	1	0.0214845	0.166838	0.100555	0.590647	0.879525
3.748	0.799157	-0.286223	-0.387763	-0.334793	1	0.0204808	0.16813	0.100845	0.590698	0.880153
3.749	0.79887	-0.284637	-0.388095	-0.33245	1	0.0202545	0.165784	0.101133	0.590747	0.877919
3.75	0.798599	-0.269797	-0.388428	-0.33307	1	0.0181976	0.166403	0.101406	0.590813	0.87682
3.751	0.798327	-0.269903	-0.388762	-0.333835	1	0.0182119	0.167169	0.10168	0.59088	0.877941
3.752	0.79806	-0.26418	-0.389096	-0.334311	1	0.0174478	0.167646	0.101949	0.590954	0.877997
3.753	0.797797	-0.26158	-0.389429	-0.333272	1	0.0171061	0.166605	0.102216	0.59103	0.876956
3.754	0.797535	-0.259209	-0.389761	-0.331962	1	0.0167973	0.165298	0.10248	0.591106	0.875681
3.755	0.797278	-0.25486	-0.390092	-0.331426	1	0.0162383	0.164765	0.10274	0.591187	0.87493
3.756	0.797038	-0.237765	-0.390423	-0.331041	1	0.0141331	0.164383	0.102983	0.591286	0.872785
3.757	0.796795	-0.241541	-0.390754	-0.331051	1	0.0145855	0.164392	0.103231	0.591381	0.873589
3.758	0.796551	-0.241679	-0.391085	-0.331385	1	0.0146022	0.164725	0.103479	0.591476	0.874281
3.759	0.796307	-0.241648	-0.391418	-0.333026	1	0.0145985	0.166359	0.103727	0.591573	0.876257
3.76	0.796064	-0.241125	-0.391753	-0.335212	1	0.0145354	0.16855	0.103975	0.591673	0.878733
3.761	0.795821	-0.240564	-0.392089	-0.336881	1	0.0144677	0.170233	0.104222	0.591775	0.880698
3.762	0.795578	-0.241383	-0.392425	-0.335351	1	0.0145664	0.16869	0.104471	0.591875	0.879602
3.763	0.795343	-0.232991	-0.392757	-0.332495	1	0.0135713	0.16583	0.104711	0.59198	0.876093
3.764	0.795113	-0.227197	-0.393087	-0.330065	1	0.0129046	0.163415	0.104946	0.59209	0.873355
3.765	0.79488	-0.230917	-0.393414	-0.327458	1	0.0133307	0.160843	0.105185	0.592192	0.871551
3.766	0.794653	-0.224988	-0.39374	-0.325879	1	0.0126549	0.159296	0.105418	0.5923	0.869669
3.767	0.794432	-0.218946	-0.394069	-0.32953	1	0.0119843	0.162885	0.105645	0.592418	0.872933
3.768	0.794215	-0.214885	-0.394398	-0.329365	1	0.0115439	0.162722	0.105868	0.59254	0.872674
3.769	0.794008	-0.205467	-0.394725	-0.327227	1	0.0105542	0.160616	0.106082	0.59267	0.869922
3.77	0.793806	-0.199284	-0.395051	-0.325928	1	0.00992855	0.159343	0.10629	0.592805	0.868367
3.771	0.793609	-0.195289	-0.395376	-0.325564	1	0.00953445	0.158988	0.106493	0.592945	0.86796
3.772	0.793417	-0.18962	-0.395703	-0.326453	1	0.00898889	0.159857	0.106691	0.593091	0.868628
3.773	0.793221	-0.194445	-0.396026	-0.323579	1	0.00945218	0.157055	0.106894	0.593229	0.866631
3.774	0.793026	-0.192521	-0.396349	-0.323191	1	0.00926612	0.156679	0.107096	0.593369	0.86641
3.775	0.792836	-0.187896	-0.396672	-0.323128	1	0.00882619	0.156618	0.107292	0.593514	0.86625
3.776	0.792647	-0.186476	-0.396996	-0.324611	1	0.00869331	0.158058	0.107488	0.593662	0.867901
3.777	0.792464	-0.180762	-0.397323	-0.327071	1	0.00816871	0.160463	0.107678	0.593819	0.870128
3.778	0.792288	-0.174691	-0.397651	-0.327547	1	0.00762924	0.160931	0.107861	0.593983	0.870404
3.779	0.792109	-0.17612	-0.397977	-0.326185	1	0.00775456	0.159595	0.108046	0.594144	0.86954
3.78	0.791933	-0.174313	-0.398303	-0.325985	1	0.00759627	0.159399	0.10823	0.594307	0.869532
3.781	0.791768	-0.163092	-0.398628	-0.326069	1	0.00664979	0.159481	0.108402	0.594482	0.869015
3.782	0.791607	-0.158349	-0.398957	-0.329151	1	0.00626858	0.162511	0.108569	0.594666	0.872014
3.783	0.791446	-0.158908	-0.399285	-0.327564	1	0.00631294	0.160947	0.108737	0.594847	0.870844
3.784	0.79129	-0.154492	-0.399611	-0.326263	1	0.00596693	0.159672	0.1089	0.595032	0.869571
3.785	0.791141	-0.14623	-0.399938	-0.326955	1	0.00534582	0.16035	0.109055	0.595226	0.869977
3.786	0.790997	-0.142139	-0.400266	-0.328613	1	0.00505084	0.16198	0.109206	0.595427	0.871664
3.787	0.790863	-0.132011	-0.400595	-0.32954	1	0.00435674	0.162895	0.109346	0.59564	0.872238
3.788	0.790728	-0.13287	-0.400926	-0.33037	1	0.00441361	0.163717	0.109487	0.595854	0.873471
3.789	0.790601	-0.124694	-0.401256	-0.330163	1	0.00388715	0.163511	0.10962	0.596075	0.873094
3.79	0.79049	-0.108442	-0.401583	-0.327116	1	0.0029399	0.160507	0.109736	0.596312	0.869495
3.791	0.790385	-0.103415	-0.401909	-0.326468	1	0.00267365	0.159872	0.109846	0.596553	0.868944
3.792	0.790278	-0.104949	-0.402233	-0.324337	1	0.00275356	0.157791	0.109959	0.59679	0.867293
3.793	0.790177	-0.098727	-0.402555	-0.322559	1	0.00243676	0.156067	0.110064	0.597032	0.865599
3.794	0.790082	-0.0927406	-0.402879	-0.323557	1	0.0021502	0.157034	0.110164	0.597281	0.86663
3.795	0.789992	-0.0881278	-0.403202	-0.323486	1	0.00194163	0.156965	0.110259	0.597536	0.866702
3.796	0.789912	-0.0776502	-0.403526	-0.324639	1	0.00150739	0.158086	0.110343	0.597804	0.86774
3.797	0.789838	-0.0719941	-0.403853	-0.326781	1	0.00129579	0.160178	0.11042	0.59808	0.869974
3.798	0.789772	-0.0640224	-0.404181	-0.327787	1	0.00102472	0.161167	0.11049	0.598366	0.871047
3.799	0.789713	-0.0564107	-0.404508	-0.327362	1	0.000795542	0.160749	0.110552	0.59866	0.870756
3.8	0.789657	-0.0534587	-0.404834	-0.325847	1	0.000714458	0.159264	0.11061	0.598955	0.869544
3.801	0.789615	-0.0399444	-0.405159	-0.325841	1	0.000398889	0.159259	0.110654	0.599266	0.869577
3.802	0.789578	-0.0348871	-0.405486	-0.326864	1	0.000304278	0.160261	0.110693	0.599583	0.870841
3.803	0.789547	-0.0292695	-0.40581	-0.324127	1	0.000214176	0.157587	0.110726	0.599903	0.868431
3.804	0.78952	-0.0243938	-0.406135	-0.325367	1	0.000148765	0.158796	0.110754	0.60023	0.869929
3.805	0.7895	-0.0180777	-0.406459	-0.324549	1	8.17006e-05	0.157998	0.110776	0.600564	0.869419
3.806	0.789481	-0.0169899	-0.406785	-0.32563	1	7.21643e-05	0.159053	0.110796	0.600899	0.87082
3.807	0.78947	-0.0087248	-0.407112	-0.32688	1	1.90305e-05	0.160275	0.110807	0.601246	0.872347
3.808	0.789464	-0.00422878	-0.407438	-0.326734	1	4.47065e-06	0.160133	0.110814	0.601597	0.872548
3.809	0.789457	-0.00502352	-0.407765	-0.326648	1	6.30894e-06	0.160049	0.110821	0.601947	0.872823
3.81	0.789452	-0.00235415	-0.408092	-0.327788	1	1.38551e-06	0.161167	0.110826	0.602302	0.874297
3.811	0.78945	0.00018754	-0.408419	-0.327014	1	8.79281e-09	0.160407	0.110828	0.602658	0.873893
3.812	0.789455	0.00664337	-0.408747	-0.32807	1	1.10336e-05	0.161445	0.110823	0.603023	0.875303
3.813	0.789464	0.0114784	-0.409075	-0.328368	1	3.29387e-05	0.161739	0.110814	0.603394	0.875979
3.814	0.789486	0.0242249	-0.409404	-0.329337	1	0.000146712	0.162694	0.11079	0.60378	0.877411
3.815	0.78951	0.0263305	-0.409733	-0.329111	1	0.000173324	0.162471	0.110765	0.604168	0.877577
3.816	0.789527	0.0185405	-0.410061	-0.327875	1	8.59376e-05	0.161253	0.110748	0.604546	0.876633
3.817	0.789553	0.0289686	-0.410389	-0.328464	1	0.000209795	0.161833	0.11072	0.604937	0.877699
3.818	0.789586	0.0346612	-0.410717	-0.328549	1	0.000300349	0.161917	0.110685	0.605334	0.878236
3.819	0.78962	0.0358561	-0.411046	-0.328683	1	0.000321416	0.162049	0.11065	0.605732	0.878752
3.82	0.789654	0.037042	-0.411375	-0.329056	1	0.000343028	0.162417	0.110613	0.606133	0.879506
3.821	0.789696	0.0436019	-0.411702	-0.327456	1	0.000475282	0.160841	0.11057	0.606539	0.878424
3.822	0.789742	0.0480627	-0.41203	-0.328159	1	0.000577506	0.161533	0.110521	0.606951	0.879582
3.823	0.789786	0.0467012	-0.412356	-0.326254	1	0.000545251	0.159662	0.110474	0.607359	0.878041
3.824	0.789833	0.048995	-0.412682	-0.326171	1	0.000600126	0.159581	0.110425	0.60777	0.878376
3.825	0.789884	0.0532455	-0.413009	-0.327515	1	0.00070877	0.160899	0.110372	0.608187	0.880167
3.826	0.789941	0.058442	-0.413337	-0.327584	1	0.000853868	0.160966	0.110312	0.608611	0.880743
3.827	0.790002	0.0634152	-0.413663	-0.326255	1	0.00100537	0.159663	0.110248	0.609038	0.879955
3.828	0.790059	0.0589877	-0.413991	-0.328289	1	0.000869887	0.161661	0.110188	0.609463	0.882182
3.829	0.790121	0.0649733	-0.414321	-0.330464	1	0.00105538	0.163809	0.110122	0.609897	0.884884
3.83	0.790189	0.0700236	-0.414652	-0.331201	1	0.00122583	0.164541	0.110051	0.610338	0.886156
3.831	0.790268	0.0812299	-0.414985	-0.333281	1	0.00164957	0.166615	0.109968	0.610793	0.889026
3.832	0.790352	0.0859718	-0.41532	-0.334563	1	0.00184779	0.167898	0.10988	0.611255	0.890882
3.833	0.790442	0.0919929	-0.415652	-0.332676	1	0.00211567	0.16601	0.109786	0.611722	0.889634
3.834	0.790531	0.0907475	-0.415984	-0.331688	1	0.00205878	0.165026	0.109693	0.612187	0.888965
3.835	0.790622	0.0935893	-0.416317	-0.333055	1	0.00218974	0.166388	0.109598	0.612657	0.890833
3.836	0.790713	0.0928859	-0.416652	-0.335562	1	0.00215695	0.168902	0.109503	0.613129	0.893691
3.837	0.790808	0.0970605	-0.416988	-0.336148	1	0.00235519	0.169493	0.109403	0.613606	0.894857
3.838	0.790903	0.0975893	-0.417321	-0.332895	1	0.00238092	0.166229	0.109304	0.61408	0.891993
3.839	0.791008	0.10721	-0.417652	-0.331323	1	0.00287352	0.164663	0.109194	0.614564	0.891294
3.84	0.791122	0.115945	-0.417983	-0.33111	1	0.0033608	0.16445	0.109075	0.615057	0.891943
3.841	0.791245	0.125454	-0.418316	-0.333293	1	0.00393468	0.166626	0.108946	0.615563	0.89507
3.842	0.791366	0.123135	-0.41865	-0.334688	1	0.00379058	0.168024	0.10882	0.616069	0.896703
3.843	0.791499	0.135253	-0.418982	-0.33223	1	0.00457334	0.165565	0.108681	0.616585	0.895404
3.844	0.791641	0.143373	-0.419316	-0.333877	1	0.00513894	0.16721	0.108534	0.617112	0.897996
3.845	0.791789	0.150699	-0.419651	-0.334563	1	0.00567756	0.167899	0.108379	0.617649	0.899605
3.846	0.791942	0.155335	-0.419983	-0.333044	1	0.00603226	0.166378	0.10822	0.618189	0.898819
3.847	0.792099	0.159155	-0.420317	-0.333919	1	0.00633256	0.167253	0.108057	0.618735	0.900377
3.848	0.792261	0.163302	-0.420651	-0.334081	1	0.00666685	0.167415	0.107889	0.619286	0.901257
3.849	0.792422	0.163958	-0.420984	-0.333439	1	0.00672059	0.166773	0.107721	0.619837	0.901051
3.85	0.792579	0.158344	-0.421316	-0.331725	1	0.00626821	0.165063	0.107559	0.62038	0.89927
3.851	0.792742	0.165817	-0.421648	-0.332558	1	0.00687382	0.165892	0.10739	0.620933	0.901088
3.852	0.792914	0.174464	-0.421981	-0.332926	1	0.00760943	0.16626	0.107211	0.621496	0.902576
3.853	0.79309	0.177262	-0.422316	-0.335768	1	0.00785549	0.16911	0.10703	0.622065	0.906061
3.854	0.793278	0.190976	-0.422652	-0.335597	1	0.00911796	0.168938	0.106835	0.62265	0.90754
3.855	0.793468	0.192016	-0.422987	-0.335219	1	0.0092175	0.168557	0.106638	0.623236	0.907649
3.856	0.79366	0.194086	-0.423323	-0.335948	1	0.00941734	0.169292	0.10644	0.623825	0.908975
3.857	0.793851	0.193095	-0.423656	-0.333971	1	0.00932144	0.167305	0.106243	0.624412	0.907282
3.858	0.794043	0.193828	-0.423989	-0.332508	1	0.00939237	0.165842	0.106046	0.624997	0.906278
3.859	0.794239	0.19877	-0.424323	-0.334646	1	0.00987738	0.167982	0.105843	0.625591	0.909294
3.86	0.794439	0.201243	-0.424656	-0.332426	1	0.0101247	0.16576	0.105639	0.626186	0.90771
3.861	0.794645	0.208614	-0.42499	-0.334429	1	0.01088	0.167764	0.105427	0.626791	0.910862
3.862	0.794862	0.21864	-0.425327	-0.337157	1	0.0119508	0.170512	0.105204	0.627411	0.915079
3.863	0.795077	0.217791	-0.425666	-0.339293	1	0.0118583	0.17268	0.104983	0.628032	0.917554
3.864	0.795293	0.21788	-0.426005	-0.339403	1	0.011868	0.172792	0.104762	0.628655	0.918077
3.865	0.79551	0.21953	-0.426339	-0.333758	1	0.0120483	0.167092	0.10454	0.629273	0.912952
3.866	0.79573	0.221732	-0.426672	-0.333361	1	0.0122912	0.166694	0.104316	0.629893	0.913194
3.867	0.795964	0.235799	-0.427005	-0.333275	1	0.0139002	0.166609	0.104077	0.630529	0.915115
3.868	0.7962	0.238134	-0.427339	-0.33442	1	0.0141769	0.167755	0.103837	0.63117	0.916938
3.869	0.796444	0.246559	-0.427672	-0.333223	1	0.0151978	0.166556	0.103588	0.631819	0.91716
3.87	0.79669	0.248413	-0.428008	-0.336309	1	0.0154273	0.169655	0.103337	0.632473	0.920893
3.871	0.796942	0.253836	-0.428345	-0.337152	1	0.0161082	0.170508	0.103081	0.633136	0.922833
3.872	0.797196	0.256698	-0.428684	-0.338872	1	0.0164734	0.172252	0.102823	0.633803	0.925352
3.873	0.797464	0.269996	-0.42902	-0.336347	1	0.0182245	0.169694	0.102552	0.634484	0.924954
3.874	0.797736	0.2734	-0.429357	-0.337005	1	0.0186869	0.170359	0.102277	0.635169	0.926492
3.875	0.79802	0.286965	-0.429694	-0.33737	1	0.0205873	0.170728	0.101989	0.63587	0.929174
